∆Ï˙ó,’◊∏˜,∞Áº≈,…◊ıé,ìË◊°≥˛,ìË◊° Òl,ìË◊°”¿∑Ω,∆´ÜUó¯1,∆´ÜUó¯2,íkÖR…◊,õgÖR…◊,íkÖR≥˛,õgÖR≥˛,¡Ô“∑,≥˛“∑,íkõg—◊ºä,¸Ník≥˛,¸Ník Òl,¸Nõg≥˛,¸Nõg Òl,∞Á∆¸›xïä◊æ≤ÒìË◊°≥˛,∞Á∆¸›xïä◊æ≤ÒìË◊° Òl,∞Á∆¸›xïä◊æ≤ÒìË◊°”¿∑Ω,∞Á∆¸›xïä◊æ≤Ò¡Ô“∑
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:34,3456.4,1,1036920,-1,0,3399,3456.4,3456.6,2,1,2,0,2,0,0,1,1036920,1713,1779679020,879,0.912398137369034
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:34,3456.4,0,0,0,0,3399,3456.4,3456.6,2,2,1,0,0,0,0,0,0,1713,1779679020,879,0.912449098312973
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:35,3456.8,3,3111000,3,0,3399,3456.4,3456.8,2,1,2,0,1,3,3111000,0,0,1716,1782790020,882,0.912765338761268
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:36,3456.8,0,0,0,0,3399,3456.6,3456.8,1,1,1,0,0,0,0,0,0,1716,1782790020,882,0.912790697674419
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:36,3456.6,1,1036980,0,0,3399,3456.6,3456.8,1,1,1,0,2,0,0,1,1036980,1717,1783827000,882,0.9128160418483
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:37,3456.6,1,1036980,0,0,3399,3456.4,3456.8,2,1,2,0,2,0,0,1,1036980,1718,1784863980,882,0.913131900058106
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:38,3456.6,0,0,0,0,3399,3456.6,3456.8,1,1,1,0,0,0,0,0,0,1718,1784863980,882,0.913157130409527
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:39,3456.8,1,1037040,0,0,3399,3456.8,3457,1,9,0.111111111111111,0,1,1,1037040,0,0,1719,1785901020,882,0.911066048667439
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:39,3457,3,3111300,2,0,3399,3456.8,3457,1,6,0.166666666666667,0,1,3,3111300,0,0,1722,1789012320,884,0.909774436090226
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:40,3456.8,1,1037040,0,0,3399,3456.6,3457,4,6,0.666666666666667,0,2,0,0,1,1037040,1723,1790049360,884,0.909353348729792
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:40,3456.6,6,6222360,-2,0,3399,3456.6,3457,4,2,2,0,2,0,0,6,6222360,1729,1796271720,882,0.90998268897865
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:41,3456.6,1,1036980,0,0,3399,3456.6,3457,3,2,1.5,0,2,0,0,1,1036980,1730,1797308700,882,0.910322952710496
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:42,3457,3,3111300,0,0,3399,3457,3457.2,1,8,0.125,0,1,3,3111300,0,0,1733,1800420000,882,0.908515535097814
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:42,3457,0,0,0,0,3399,3457,3457.2,2,8,0.25,0,0,0,0,0,0,1733,1800420000,882,0.907003444316877
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:43,3457,0,0,0,0,3399,3457,3457.2,5,8,0.625,0,0,0,0,0,0,1733,1800420000,882,0.906357388316151
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:43,3457,1,1037100,0,0,3399,3457,3457.2,4,8,0.5,0,2,0,0,1,1037100,1734,1801457100,882,0.905428571428572
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:44,3457.2,1,1037160,0,0,3399,3457,3457.2,4,7,0.571428571428571,0,1,1,1037160,0,0,1735,1802494260,882,0.904761904761905
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:45,3457,4,4148460,0,0,3399,3457,3457.2,1,6,0.166666666666667,0,2,0,0,4,4148460,1739,1806642720,882,0.903501280956447
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:46,3457.2,3,3111300,2,0,3399,3456.8,3457.2,2,5,0.4,0,1,3,3111300,0,0,1742,1809754020,884,0.902785673678226
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:47,3457.2,1,1037160,0,0,3399,3456.8,3457.2,2,4,0.5,0,1,1,1037160,0,0,1743,1810791180,884,0.902328222600795
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:47,3457.2,0,0,0,0,3399,3456.8,3457,3,11,0.272727272727273,0,0,0,0,0,0,1743,1810791180,884,0.900367959241438
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:48,3457,4,4148400,4,0,3399,3456.8,3457,3,7,0.428571428571429,0,1,4,4148400,0,0,1747,1814939580,888,0.899435028248588
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:49,3457,1,1037100,0,0,3399,3456.8,3457,3,6,0.5,0,1,1,1037100,0,0,1748,1815976680,888,0.898759165256627
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:49,3457,1,1037100,0,0,3399,3456.8,3457,3,5,0.6,0,1,1,1037100,0,0,1749,1817013780,888,0.898338496198254
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:50,3457,2,2074200,0,0,3399,3456.8,3457,3,3,1,0,1,2,2074200,0,0,1751,1819087980,888,0.898424310635903
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:51,3457.2,4,4148460,3,0,3399,3456.8,3457.2,2,3,0.666666666666667,0,1,4,4148460,0,0,1755,1823236440,891,0.898228844531909
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:51,3457.2,4,4148580,3,0,3399,3457,3457.8,2,1,2,0,1,4,4148580,0,0,1759,1827385020,894,0.898538504777965
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:52,3457.2,0,0,0,0,3399,3457,3457.8,4,1,4,0,0,0,0,0,0,1759,1827385020,894,0.899409946614217
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:52,3457,1,1037100,0,0,3399,3457,3457.2,3,2,1.5,0,2,0,0,1,1037100,1760,1828422120,894,0.899747262005055
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:53,3457.2,1,1037160,1,0,3399,3457,3457.2,3,1,3,0,1,1,1037160,0,0,1761,1829459280,895,0.900336889387984
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:53,3457,4,4148460,3,0,3399,3456.8,3457,2,7,0.285714285714286,0,2,0,0,4,4148460,1765,1833607740,898,0.899131409358364
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:54,3457.2,8,8296860,0,0,3399,3457.2,3457.8,12,1,12,0,1,8,8296860,0,0,1773,1841904600,898,0.902240896358543
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:55,3457.8,4,4149000,-1,0,3399,3457.2,3458,10,9,1.11111111111111,0,1,4,4149000,0,0,1777,1846053600,897,0.902766135792121
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:56,3458,2,2074800,1,0,3399,3457.8,3458,1,7,0.142857142857143,0,1,2,2074800,0,0,1779,1848128400,898,0.901282766313441
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:56,3457.8,1,1037340,0,0,3399,3457.2,3458,11,7,1.57142857142857,0,2,0,0,1,1037340,1780,1849165740,898,0.902588366267743
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:57,3457.8,0,0,0,0,3399,3457.6,3458,1,7,0.142857142857143,0,0,0,0,0,0,1780,1849165740,898,0.901111111111111
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:57,3458.8,11,11412240,9,0,3399,3457.6,3458.8,1,3,0.333333333333333,0,1,11,11412240,0,0,1791,1860577980,907,0.900638356924785
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:58,3458.8,2,2075280,0,0,3399,3458,3458.8,4,1,4,0,1,2,2075280,0,0,1793,1862653260,907,0.90149833518313
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:58,3458,1,1037400,1,0,3399,3458,3458.8,4,1,4,0,2,0,0,1,1037400,1794,1863690660,908,0.902357836338419
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:59,3458.8,1,1037640,-1,0,3399,3458,3459,10,10,1,0,1,1,1037640,0,0,1795,1864728300,907,0.902627939142462
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:21:59,3458,3,3112500,1,0,3399,3458,3459,13,9,1.44444444444444,0,2,0,0,3,3112500,1798,1867840800,908,0.903973509933775
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:00,3458,0,0,0,0,3399,3458.2,3459,1,9,0.111111111111111,0,0,0,0,0,0,1798,1867840800,908,0.902009358656758
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:00,3459,1,1037700,1,0,3399,3458.2,3459,1,8,0.125,0,1,1,1037700,0,0,1799,1868878500,909,0.900302114803625
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:01,3459.8,10,10377360,8,0,3399,3458.2,3459.8,1,1,1,0,1,10,10377360,0,0,1809,1879255860,917,0.900329489291598
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:01,3458.2,1,1037460,1,0,3399,3458,3459.8,9,1,9,0,2,0,0,1,1037460,1810,1880293320,918,0.902552841065056
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:02,3458.2,0,0,0,0,3399,3459,3459.8,1,1,1,0,0,0,0,0,0,1810,1880293320,918,0.902579582875961
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:02,3458.2,0,0,0,0,3399,3459.2,3459.8,1,2,0.5,0,0,0,0,0,0,1810,1880293320,918,0.902358749314317
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:03,3459.8,1,1037940,1,0,3399,3459.2,3459.8,1,1,1,0,1,1,1037940,0,0,1811,1881331260,919,0.902385522347135
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:04,3459.8,1,1037940,0,0,3399,3459.2,3460,1,7,0.142857142857143,0,1,1,1037940,0,0,1812,1882369200,919,0.900930487137384
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:05,3460,2,2076000,0,0,3399,3459.8,3460,1,5,0.2,0,1,2,2076000,0,0,1814,1884445200,919,0.89997267012845
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:05,3459.6,4,4151580,3,0,3399,3459.6,3460,2,6,0.333333333333333,0,2,0,0,4,4151580,1818,1888596780,922,0.899045020463847
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:06,3459,11,11415060,9,0,3399,3458.4,3460,2,6,0.333333333333333,0,2,0,0,11,11415060,1829,1900011840,931,0.898120403159902
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:06,3459,1,1037700,0,0,3399,3458.4,3460,2,6,0.333333333333333,0,1,1,1037700,0,0,1830,1901049540,931,0.897198803372314
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:07,3459,0,0,0,0,3399,3458.6,3459.8,6,1,6,0,0,0,0,0,0,1830,1901049540,931,0.898586188145731
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:07,3459,0,0,0,0,3399,3459,3459.2,1,1,1,0,0,0,0,0,0,1830,1901049540,931,0.898613753737429
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:08,3459.2,1,1037760,0,0,3399,3459,3459.2,1,1,1,0,1,1,1037760,0,0,1831,1902087300,931,0.898641304347826
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:08,3459.2,0,0,0,0,3399,3459,3459.4,1,3,0.333333333333333,0,0,0,0,0,0,1831,1902087300,931,0.89818083084442
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:09,3459,1,1037700,1,0,3399,3458.8,3459.4,2,3,0.666666666666667,0,2,0,0,1,1037700,1832,1903125000,932,0.897992403689636
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:09,3459,0,0,0,0,3399,3458.8,3459,2,3,0.666666666666667,0,0,0,0,0,0,1832,1903125000,932,0.897804283003524
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:10,3459,2,2075400,0,0,3399,3458.8,3459,2,1,2,0,1,2,2075400,0,0,1834,1905200400,932,0.89810298102981
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:10,3459,1,1037700,0,0,3399,3458.8,3459.6,2,3,0.666666666666667,0,1,1,1037700,0,0,1835,1906238100,932,0.897914974275657
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:11,3458.8,2,2075280,0,0,3399,3458.6,3458.8,6,8,0.75,0,2,0,0,2,2075280,1837,1908313380,932,0.897595244528506
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:11,3458.6,2,2075220,0,0,3399,3458.6,3458.8,5,8,0.625,0,2,0,0,2,2075220,1839,1910388600,932,0.897007279590186
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:12,3458.8,4,4150500,1,0,3399,3458.6,3458.8,4,5,0.8,0,1,4,4150500,0,0,1843,1914539100,933,0.896876682821756
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:12,3458.8,0,0,0,0,3399,3458.6,3458.8,4,6,0.666666666666667,0,0,0,0,0,0,1843,1914539100,933,0.896505376344086
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:13,3458.8,6,6225780,1,0,3399,3458.4,3458.8,2,1,2,0,1,6,6225780,0,0,1849,1920764880,934,0.896801934963719
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:13,3458.4,1,1037520,0,0,3399,3458.4,3458.8,1,2,0.5,0,2,0,0,1,1037520,1850,1921802400,934,0.896588772495299
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:14,3458.4,1,1037520,0,0,3399,3458,3458.8,3,4,0.75,0,2,0,0,1,1037520,1851,1922839920,934,0.896431446203381
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:15,3458,1,1037400,0,0,3399,3458,3458.4,2,1,2,0,2,0,0,1,1037400,1852,1923877320,934,0.896727467811159
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:15,3458,2,2074800,-1,0,3399,3457.6,3458,11,1,11,0,2,0,0,2,2074800,1854,1925952120,933,0.899436846339501
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:16,3458,0,0,0,0,3399,3457.6,3458,11,2,5.5,0,0,0,0,0,0,1854,1925952120,933,0.901902975073707
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:17,3457.6,4,4149600,1,0,3399,3457.6,3458,10,2,5,0,2,0,0,4,4149600,1858,1930101720,934,0.904098580230378
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:17,3458.6,4,4149960,0,0,3399,3457.6,3458.6,10,4,2.5,0,1,4,4149960,0,0,1862,1934251680,934,0.905806796895906
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:18,3458.6,1,1037580,0,0,3399,3457.6,3458,10,1,10,0,1,1,1037580,0,0,1863,1935289260,934,0.908239700374532
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:18,3457.6,1,1037280,1,0,3399,3457.6,3458,9,5,1.8,0,2,0,0,1,1037280,1864,1936326540,935,0.909430937750468
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:19,3458,1,1037400,-1,0,3399,3457.6,3458,9,6,1.5,0,1,1,1037400,0,0,1865,1937363940,934,0.910376100293412
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:19,3458,1,1037400,0,0,3399,3457.6,3458,9,5,1.8,0,1,1,1037400,0,0,1866,1938401340,934,0.911561001598295
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:20,3457.6,3,3111840,0,0,3399,3457.6,3458,6,6,1,0,2,0,0,3,3111840,1869,1941513180,934,0.911702127659575
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:21,3457.6,1,1037280,1,0,3399,3457.6,3458,5,6,0.833333333333333,0,2,0,0,1,1037280,1870,1942550460,935,0.91157727031333
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:22,3458,4,4149600,-2,0,3399,3457.6,3458,5,13,0.384615384615385,0,1,4,4149600,0,0,1874,1946700060,933,0.909764487959778
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:23,3457.6,1,1037280,1,0,3399,3457.6,3457.8,4,3,1.33333333333333,0,2,0,0,1,1037280,1875,1947737340,934,0.910100475938657
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:24,3457.6,1,1037280,1,0,3399,3457.6,3457.8,3,3,1,0,2,0,0,1,1037280,1876,1948774620,935,0.910171730515192
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:24,3457.6,3,3111840,0,0,3399,3457.2,3457.8,11,9,1.22222222222222,0,2,0,0,3,3111840,1879,1951886460,935,0.91091196626252
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:25,3457.8,3,3111660,-3,0,3399,3457.2,3457.8,9,14,0.642857142857143,0,1,3,3111660,0,0,1882,1954998120,932,0.909926470588235
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:25,3457.2,1,1037160,0,0,3399,3457.2,3457.6,8,2,4,0,2,0,0,1,1037160,1883,1956035280,932,0.911548556430446
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:26,3457.2,0,0,0,0,3399,3457.2,3457.6,8,4,2,0,0,0,0,0,0,1883,1956035280,932,0.912690089145254
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:26,3457.2,1,1037160,0,0,3399,3457.2,3457.6,7,11,0.636363636363636,0,2,0,0,1,1037160,1884,1957072440,932,0.911895424836601
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:27,3457.4,4,4148820,0,0,3399,3457.4,3457.6,3,112,0.0267857142857143,0,1,4,4148820,0,0,1888,1961221260,932,0.886715773431547
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:27,3457.6,2,2074560,0,0,3399,3457.4,3457.6,3,110,0.0272727272727273,0,1,2,2074560,0,0,1890,1963295820,932,0.863355572028663
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:28,3457.4,2,2074440,1,0,3399,3457.4,3457.6,1,109,0.00917431192660551,0,2,0,0,2,2074440,1892,1965370260,933,0.840952839268527
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:28,3457.4,1,1037220,0,0,3399,3457.2,3457.4,6,2,3,0,2,0,0,1,1037220,1893,1966407480,933,0.841991341991342
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:29,3457.2,1,1037160,0,0,3399,3457.2,3457.4,5,5,1,0,2,0,0,1,1037160,1894,1967444640,933,0.842181119385059
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:29,3457.2,2,2074320,0,0,3399,3457.2,3457.4,3,6,0.5,0,2,0,0,2,2074320,1896,1969518960,933,0.841688654353562
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:30,3457.2,4,4148640,1,0,3399,3457,3457.4,9,8,1.125,0,2,0,0,4,4148640,1900,1973667600,934,0.842231266459181
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:30,3457,1,1037100,0,0,3399,3457,3457.2,9,4,2.25,0,2,0,0,1,1037100,1901,1974704700,934,0.843578091365702
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:31,3457,3,3111300,0,0,3399,3457,3457.2,6,5,1.2,0,2,0,0,3,3111300,1904,1977816000,934,0.844003822264692
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:31,3457,8,8297040,1,0,3399,3457,3457.2,2,2,1,0,2,0,0,8,8297040,1912,1986113040,935,0.844078319006686
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:32,3457,2,2074200,-1,0,3399,3456.8,3457,1,3,0.333333333333333,0,2,0,0,2,2074200,1914,1988187240,934,0.843712717728466
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:32,3457,2,2074140,1,0,3399,3456.6,3457,2,8,0.25,0,1,2,2074140,0,0,1916,1990261380,935,0.842581567039771
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:33,3457,0,0,0,0,3399,3456.6,3457,2,10,0.2,0,0,0,0,0,0,1916,1990261380,935,0.841054882394868
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:33,3456.6,3,3111180,2,0,3399,3456.6,3457,1,8,0.125,0,2,0,0,3,3111180,1919,1993372560,937,0.839696466682476
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:34,3456.8,1,1037040,-1,0,3399,3456.6,3456.8,1,2,0.5,0,1,1,1037040,0,0,1920,1994409600,936,0.839535434937189
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:34,3456.6,1,1036980,1,0,3399,3456.4,3456.8,1,2,0.5,0,2,0,0,1,1036980,1921,1995446580,937,0.839374555792466
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:35,3456.4,1,1036920,1,0,3399,3456.2,3456.8,26,2,13,0,2,0,0,1,1036920,1922,1996483500,938,0.845133791143737
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:36,3456.2,2,2073900,0,0,3399,3456.2,3456.8,19,1,19,0,2,0,0,2,2073900,1924,1998557400,938,0.849431818181818
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:37,3456.8,1,1037040,-1,0,3399,3456.2,3457,19,9,2.11111111111111,0,1,1,1037040,0,0,1925,1999594440,937,0.852114339711788
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:37,3456.2,4,4147440,0,0,3399,3456.2,3457,15,9,1.66666666666667,0,2,0,0,4,4147440,1929,2003741880,937,0.853842527109854
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:38,3456.2,1,1036860,1,0,3399,3456.2,3457,14,10,1.4,0,2,0,0,1,1036860,1930,2004778740,938,0.855126999059266
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:38,3456.2,0,0,0,0,3399,3456.2,3457,14,12,1.16666666666667,0,0,0,0,0,0,1930,2004778740,938,0.856003752345216
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:39,3456.2,2,2073720,1,0,3399,3456.2,3456.8,12,1,12,0,2,0,0,2,2073720,1932,2006852460,939,0.858616647127784
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:39,3456.2,3,3110580,3,0,3399,3456.2,3456.8,9,1,9,0,2,0,0,3,3110580,1935,2009963040,942,0.860525082044069
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:40,3456.2,1,1036860,1,0,3399,3456.2,3456.8,8,1,8,0,2,0,0,1,1036860,1936,2010999900,943,0.862198265760487
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:40,3456.8,1,1037040,0,0,3399,3456.2,3456.8,9,3,3,0,1,1,1037040,0,0,1937,2012036940,943,0.863700234192038
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:41,3456.6,4,4147560,1,0,3399,3456.2,3456.8,6,3,2,0,1,4,4147560,0,0,1941,2016184500,944,0.86449801076527
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:42,3456.6,0,0,0,0,3399,3456.2,3456.8,8,4,2,0,0,0,0,0,0,1941,2016184500,944,0.865559971942951
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:42,3456.2,1,1036860,1,0,3399,3456.2,3456.8,8,4,2,0,2,0,0,1,1036860,1942,2017221360,945,0.866619948610138
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:43,3456.8,1,1037040,1,0,3399,3456.2,3456.8,8,3,2.66666666666667,0,1,1,1037040,0,0,1943,2018258400,946,0.867880485527544
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:43,3456.2,4,4147800,2,0,3399,3456.2,3456.8,6,1,6,0,2,0,0,4,4147800,1947,2022406200,948,0.869078179696616
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:44,3456.2,0,0,0,0,3399,3456.2,3456.8,6,2,3,0,0,0,0,0,0,1947,2022406200,948,0.870072311639841
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:44,3456.2,0,0,0,0,3399,3456.2,3456.8,6,3,2,0,0,0,0,0,0,1947,2022406200,948,0.870862470862471
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:45,3456.2,0,0,0,0,3399,3456.2,3456.8,6,5,1.2,0,0,0,0,0,0,1947,2022406200,948,0.871245634458673
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:45,3456.2,4,4147620,1,0,3399,3456.2,3456.8,4,4,1,0,2,0,0,4,4147620,1951,2026553820,949,0.871365433821819
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:46,3456.2,1,1036860,1,0,3399,3456.2,3456.8,3,4,0.75,0,2,0,0,1,1036860,1952,2027590680,950,0.871252614455031
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:22:47,3456.2,0,0,0,0,3399,3456.2,3456.4,3,20,0.15,0,0,0,0,0,0,1952,2027590680,950,0.867915799213509
